artist.name,tag,tag_freq
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Fiona Apple,female vocalists,100
Fiona Apple,female vocalists,100
Fiona Apple,female vocalists,100
Fiona Apple,female vocalists,100
Fiona Apple,female vocalists,100
Fiona Apple,female vocalists,100
Fiona Apple,female vocalists,100
Fiona Apple,female vocalists,100
Fiona Apple,female vocalists,100
Fiona Apple,female vocalists,100
Fiona Apple,female vocalists,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Solange,rnb,100
Vampire Weekend,indie,100
Vampire Weekend,indie,100
Vampire Weekend,indie,100
Vampire Weekend,indie,100
Vampire Weekend,indie,100
Vampire Weekend,indie,100
Vampire Weekend,indie,100
Vampire Weekend,indie,100
Vampire Weekend,indie,100
Vampire Weekend,indie,100
Vampire Weekend,indie,100
Vampire Weekend,indie,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
Robyn,pop,100
D'Angelo,soul,100
D'Angelo,soul,100
D'Angelo,soul,100
D'Angelo,soul,100
D'Angelo,soul,100
D'Angelo,soul,100
D'Angelo,soul,100
D'Angelo,soul,100
D'Angelo,soul,100
D'Angelo,soul,100
D'Angelo,soul,100
D'Angelo,soul,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Frank Ocean,rnb,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Rihanna,pop,100
Rihanna,pop,100
Rihanna,pop,100
Rihanna,pop,100
Rihanna,pop,100
Rihanna,pop,100
Rihanna,pop,100
Rihanna,pop,100
Rihanna,pop,100
Rihanna,pop,100
Rihanna,pop,100
Rihanna,pop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Drake,Hip-Hop,100
Lorde,pop,100
Lorde,pop,100
Lorde,pop,100
Lorde,pop,100
Lorde,pop,100
Lorde,pop,100
Lorde,pop,100
Lorde,pop,100
Lorde,pop,100
Lorde,pop,100
Lorde,pop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Kanye West,Hip-Hop,100
Sufjan Stevens,indie,100
Sufjan Stevens,indie,100
Sufjan Stevens,indie,100
Sufjan Stevens,indie,100
Sufjan Stevens,indie,100
Sufjan Stevens,indie,100
Sufjan Stevens,indie,100
Sufjan Stevens,indie,100
Sufjan Stevens,indie,100
Sufjan Stevens,indie,100
Sufjan Stevens,indie,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Kendrick Lamar,Hip-Hop,100
Lana Del Rey,female vocalists,100
Lana Del Rey,female vocalists,100
Lana Del Rey,female vocalists,100
Lana Del Rey,female vocalists,100
Lana Del Rey,female vocalists,100
Lana Del Rey,female vocalists,100
Lana Del Rey,female vocalists,100
Lana Del Rey,female vocalists,100
Lana Del Rey,female vocalists,100
Lana Del Rey,female vocalists,100
Lana Del Rey,female vocalists,100
Lana Del Rey,female vocalists,100
Lana Del Rey,female vocalists,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
DJ Rashad,Juke,100
Beach House,dream pop,100
Beach House,dream pop,100
Beach House,dream pop,100
Beach House,dream pop,100
Beach House,dream pop,100
Beach House,dream pop,100
Beach House,dream pop,100
Beach House,dream pop,100
Beach House,dream pop,100
Destroyer,indie,100
Destroyer,indie,100
Destroyer,indie,100
Destroyer,indie,100
Destroyer,indie,100
Destroyer,indie,100
Destroyer,indie,100
Destroyer,indie,100
Destroyer,indie,100
Kacey Musgraves,country,100
Kacey Musgraves,country,100
Kacey Musgraves,country,100
Kacey Musgraves,country,100
Kacey Musgraves,country,100
Kacey Musgraves,country,100
Kacey Musgraves,country,100
Kacey Musgraves,country,100
Kacey Musgraves,country,100
Kacey Musgraves,country,100
Kacey Musgraves,country,100
Kacey Musgraves,country,100
Kacey Musgraves,country,100
SZA,soul,100
SZA,soul,100
SZA,soul,100
SZA,soul,100
SZA,soul,100
SZA,soul,100
SZA,soul,100
SZA,soul,100
SZA,soul,100
SZA,soul,100
SZA,soul,100
SZA,soul,100
SZA,soul,100
SZA,soul,100
Jamie xx,electronic,100
Jamie xx,electronic,100
Jamie xx,electronic,100
Jamie xx,electronic,100
Jamie xx,electronic,100
Jamie xx,electronic,100
Jamie xx,electronic,100
Jamie xx,electronic,100
Jamie xx,electronic,100
Jamie xx,electronic,100
Jamie xx,electronic,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Angel Olsen,folk,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
Earl Sweatshirt,Hip-Hop,100
FKA twigs,trip-hop,100
FKA twigs,trip-hop,100
FKA twigs,trip-hop,100
FKA twigs,trip-hop,100
FKA twigs,trip-hop,100
FKA twigs,trip-hop,100
FKA twigs,trip-hop,100
FKA twigs,trip-hop,100
FKA twigs,trip-hop,100
FKA twigs,trip-hop,100
Deerhunter,shoegaze,100
Deerhunter,shoegaze,100
Deerhunter,shoegaze,100
Deerhunter,shoegaze,100
Deerhunter,shoegaze,100
Deerhunter,shoegaze,100
Deerhunter,shoegaze,100
Deerhunter,shoegaze,100
Deerhunter,shoegaze,100
Deerhunter,shoegaze,100
Deerhunter,shoegaze,100
Mitski,seen live,100
Mitski,seen live,100
Mitski,seen live,100
Mitski,seen live,100
Mitski,seen live,100
Mitski,seen live,100
Mitski,seen live,100
Mitski,seen live,100
Mitski,seen live,100
Mitski,seen live,100
Mitski,seen live,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Bon Iver,folk,100
Bon Iver,folk,100
Bon Iver,folk,100
Bon Iver,folk,100
Bon Iver,folk,100
Bon Iver,folk,100
Bon Iver,folk,100
Bon Iver,folk,100
Bon Iver,folk,100
Bon Iver,folk,100
Big Thief,seen live,100
Big Thief,seen live,100
Big Thief,seen live,100
Big Thief,seen live,100
Big Thief,seen live,100
Big Thief,seen live,100
Big Thief,seen live,100
Big Thief,seen live,100
Big Thief,seen live,100
Big Thief,seen live,100
Big Thief,seen live,100
Big Thief,seen live,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Vince Staples,Hip-Hop,100
Blood Orange,chillwave,100
Blood Orange,chillwave,100
Blood Orange,chillwave,100
Blood Orange,chillwave,100
Blood Orange,chillwave,100
Blood Orange,chillwave,100
Blood Orange,chillwave,100
Blood Orange,chillwave,100
Blood Orange,chillwave,100
Blood Orange,chillwave,100
Blood Orange,chillwave,100
ROSALÍA,Flamenco,100
ROSALÍA,Flamenco,100
ROSALÍA,Flamenco,100
ROSALÍA,Flamenco,100
ROSALÍA,Flamenco,100
ROSALÍA,Flamenco,100
ROSALÍA,Flamenco,100
ROSALÍA,Flamenco,100
ROSALÍA,Flamenco,100
ROSALÍA,Flamenco,100
ROSALÍA,Flamenco,100
David Bowie,rock,100
David Bowie,rock,100
David Bowie,rock,100
David Bowie,rock,100
David Bowie,rock,100
David Bowie,rock,100
David Bowie,rock,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Tierra Whack,Hip-Hop,100
Bill Callahan,singer-songwriter,100
Bill Callahan,singer-songwriter,100
Bill Callahan,singer-songwriter,100
Bill Callahan,singer-songwriter,100
Bill Callahan,singer-songwriter,100
Bill Callahan,singer-songwriter,100
Bill Callahan,singer-songwriter,100
Charli XCX,synthpop,100
Charli XCX,synthpop,100
Charli XCX,synthpop,100
Charli XCX,synthpop,100
Charli XCX,synthpop,100
Charli XCX,synthpop,100
Charli XCX,synthpop,100
Charli XCX,synthpop,100
Charli XCX,synthpop,100
Charli XCX,synthpop,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Beyoncé,rnb,100
Erykah Badu,soul,100
Erykah Badu,soul,100
Erykah Badu,soul,100
Erykah Badu,soul,100
Erykah Badu,soul,100
Erykah Badu,soul,100
Erykah Badu,soul,100
Erykah Badu,soul,100
Erykah Badu,soul,100
Erykah Badu,soul,100
Erykah Badu,soul,100
Sky Ferreira,pop,100
Sky Ferreira,pop,100
Sky Ferreira,pop,100
Sky Ferreira,pop,100
Sky Ferreira,pop,100
Sky Ferreira,pop,100
Sky Ferreira,pop,100
Sky Ferreira,pop,100
Sky Ferreira,pop,100
Sky Ferreira,pop,100
Sky Ferreira,pop,100
Sky Ferreira,pop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
A Tribe Called Quest,Hip-Hop,100
Mount Eerie,Lo-Fi,100
Mount Eerie,Lo-Fi,100
Mount Eerie,Lo-Fi,100
Mount Eerie,Lo-Fi,100
Mount Eerie,Lo-Fi,100
Mount Eerie,Lo-Fi,100
Mount Eerie,Lo-Fi,100
Mount Eerie,Lo-Fi,100
Mount Eerie,Lo-Fi,100
Mount Eerie,Lo-Fi,100
Mount Eerie,Lo-Fi,100
The Knife,electronic,100
The Knife,electronic,100
The Knife,electronic,100
The Knife,electronic,100
The Knife,electronic,100
The Knife,electronic,100
The Knife,electronic,100
The Knife,electronic,100
The Knife,electronic,100
The Knife,electronic,100
The Knife,electronic,100
The Knife,electronic,100
The Knife,electronic,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
Carly Rae Jepsen,pop,100
ANOHNI,electronic,100
ANOHNI,electronic,100
ANOHNI,electronic,100
ANOHNI,electronic,100
ANOHNI,electronic,100
ANOHNI,electronic,100
ANOHNI,electronic,100
ANOHNI,electronic,100
ANOHNI,electronic,100
ANOHNI,electronic,100
ANOHNI,electronic,100
Oneohtrix Point Never,ambient,100
Oneohtrix Point Never,ambient,100
Oneohtrix Point Never,ambient,100
Oneohtrix Point Never,ambient,100
Oneohtrix Point Never,ambient,100
Oneohtrix Point Never,ambient,100
Oneohtrix Point Never,ambient,100
Oneohtrix Point Never,ambient,100
Oneohtrix Point Never,ambient,100
Oneohtrix Point Never,ambient,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
Grimes,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
DJ Koze,electronic,100
LCD Soundsystem,electronic,100
LCD Soundsystem,electronic,100
LCD Soundsystem,electronic,100
LCD Soundsystem,electronic,100
LCD Soundsystem,electronic,100
LCD Soundsystem,electronic,100
LCD Soundsystem,electronic,100
LCD Soundsystem,electronic,100
LCD Soundsystem,electronic,100
Jlin,footwork,100
Jlin,Juke,100
Jlin,footwork,100
